effective_build_year,net_area,basement_finished,has_garage,has_fireplace,house_number,fully_taxable,building_count,walkout_basement,air_conditioning,tot_gross_area_description,lot_size,property_type,assessed_value
1961,146.64,1,1,1,10908,1,1,0,0,241.69,967.368,RESIDENTIAL,575500
1969,178.2,1,0,0,7703,1,1,0,0,178.2,627.136,RESIDENTIAL,575500
1990,220.99,0,1,1,209,1,1,0,0,261.17,782.3,RESIDENTIAL,575500
1989,233.52,0,1,1,622,1,1,0,0,282.23,569.84,RESIDENTIAL,575500
2011,227.5,1,1,1,2245,1,1,0,0,272.3,441.702,RESIDENTIAL,575500
2009,217.9,0,1,1,1215,1,1,0,0,266,455.55,RESIDENTIAL,575500
1992,166.24,0,1,0,628,1,1,0,0,207.2,1004.23,RESIDENTIAL,575500
2012,151.6,1,1,1,3453,1,1,0,0,210.9,687.923,RESIDENTIAL,575500
2005,201.8,0,1,1,1637,1,1,0,0,244.7,852.394,RESIDENTIAL,575500
1999,239.34,0,1,1,231,1,1,0,0,315.97,548,RESIDENTIAL,575500
1985,192.26,1,1,1,104,1,1,1,0,238.01,611.449,RESIDENTIAL,575500
2010,210,1,1,1,2515,1,1,0,0,256.72,423.127,RESIDENTIAL,575500
1989,234.49,0,1,1,444,1,1,0,0,277.33,695.74,RESIDENTIAL,575500
2002,200.4,1,1,1,1404,1,1,0,0,257.3,727.943,RESIDENTIAL,575500
2009,225.7,0,1,1,2215,1,1,0,0,274.61,453.31,RESIDENTIAL,575500
1991,185,0,1,1,920,1,1,0,0,227.88,599.323,RESIDENTIAL,575500
1953,126.3,1,1,1,7322,1,1,0,0,168.11,663.51,RESIDENTIAL,575000
1954,125.94,1,1,1,7334,1,1,0,0,150.73,663.393,RESIDENTIAL,575000
1960,122.3,1,1,0,7903,1,1,0,0,177.3,819.903,RESIDENTIAL,575000
1958,118.95,1,1,0,7823,1,1,0,0,156.16,645.642,RESIDENTIAL,575000
2013,239.9,1,1,1,13412,1,1,0,0,286,371.491,RESIDENTIAL,575000
2011,238.4,1,1,1,3904,1,1,1,0,288.7,840.636,RESIDENTIAL,575000
1978,202.98,1,1,1,5735,1,1,0,0,305,961.823,RESIDENTIAL,575000
2007,139.8,0,1,1,5624,1,1,1,0,185.8,654.003,RESIDENTIAL,575000
1953,101.15,0,0,0,9811,1,1,0,0,101.15,12302.558,RESIDENTIAL,575000
1970,211.1,0,1,1,14215,1,1,0,0,260.01,761.392,RESIDENTIAL,575000
1990,215.64,1,1,1,309,1,1,0,0,257.72,546.77,RESIDENTIAL,575000
1959,138.69,1,1,1,14007,1,1,0,1,177.55,724.333,RESIDENTIAL,575000
1993,235.9,0,1,1,219,1,1,0,0,284.81,586.311,RESIDENTIAL,575000
1998,195.54,0,1,1,912,1,1,0,0,238.24,469.309,RESIDENTIAL,575000
1956,166.84,1,1,1,10651,1,1,0,1,268.78,816.924,RESIDENTIAL,575000
1998,160.7,1,1,1,929,1,1,0,0,213.99,710.204,RESIDENTIAL,575000
1990,204.76,0,1,1,703,1,1,0,0,253.67,637.25,RESIDENTIAL,575000
2006,216.3,0,1,1,1706,1,1,0,0,257.2,457.425,RESIDENTIAL,575000
2006,196.4,0,1,1,1219,1,1,0,0,234.3,384.687,RESIDENTIAL,575000
1986,237.89,0,1,1,366,1,1,0,0,282.05,727.99,RESIDENTIAL,575000
1987,241.18,0,1,1,969,1,1,0,0,286.07,670.458,RESIDENTIAL,575000
1983,210.08,0,1,1,313,1,1,0,0,250.95,818.353,RESIDENTIAL,575000
2011,176.2,0,1,1,7509,1,1,1,0,217.1,472.676,RESIDENTIAL,575000
1954,111.5,1,1,1,13849,1,1,0,0,244.52,1148.322,RESIDENTIAL,575000
2013,197.4,0,1,1,1435,1,1,0,0,238.3,461.037,RESIDENTIAL,575000
1985,219.04,1,1,1,176,1,1,0,0,259.91,711.51,RESIDENTIAL,575000
1992,204.29,0,1,1,1223,1,1,0,0,263.25,735.183,RESIDENTIAL,575000
1995,213.1,0,1,1,751,1,1,0,0,258.7,459.08,RESIDENTIAL,575000
2012,247.9,0,1,1,1012,1,1,0,0,292.4,493.001,RESIDENTIAL,575000
2006,200.2,1,1,1,704,1,1,0,0,351.02,1196.449,RESIDENTIAL,575000
1994,194.36,1,1,1,622,1,1,0,1,249.16,600.37,RESIDENTIAL,575000
1981,384.1,0,0,0,16101,1,1,0,0,384.1,1009,INDUSTRIAL,574500
1969,176.5,0,1,1,7711,1,1,0,0,221.8,723.514,RESIDENTIAL,574500
2012,238.3,0,1,1,11624,1,1,0,0,280.5,643.266,RESIDENTIAL,574500
2013,239.1,0,1,1,12223,1,1,0,1,281.2,472.559,RESIDENTIAL,574500
2005,207.4,1,1,1,12450,1,1,1,0,248.1,485.879,RESIDENTIAL,574500
2011,232.6,1,1,1,8523,1,1,0,0,273.6,499.695,RESIDENTIAL,574500
1993,146.1,1,1,0,11922,1,1,1,0,203.7,7453.334,RESIDENTIAL,574500
1988,255.11,1,1,1,15128,1,1,0,0,308.04,764.964,RESIDENTIAL,574500
2008,157.01,0,0,0,9486,1,1,0,1,157.001,358.13675,INDUSTRIAL,574500
2014,277.1,0,1,1,2224,1,1,1,0,329.5,511.316,RESIDENTIAL,574500
2007,239.3,0,1,1,15903,1,1,0,0,282,517.18,RESIDENTIAL,574500
2014,222.9,0,1,1,7060,1,1,0,0,267,394.689,RESIDENTIAL,574500
1987,181.81,1,1,1,1704,1,1,0,0,226.7,787.92,RESIDENTIAL,574500
1992,207,1,1,1,759,1,1,0,1,251.8,515.653,RESIDENTIAL,574500
2005,197.5,0,1,1,532,1,1,0,0,246.6,633.874,RESIDENTIAL,574500
1993,219.11,0,1,1,232,1,1,0,0,268.02,640.046,RESIDENTIAL,574500
1998,148.9,1,1,1,709,1,1,0,0,195.8,723.42,RESIDENTIAL,574500
1998,211.7,1,1,1,714,1,1,0,0,256.6,580.435,RESIDENTIAL,574500
2002,194.7,0,1,1,521,1,1,0,0,241.7,565.943,RESIDENTIAL,574500
2007,183.2,0,1,1,2428,1,1,0,0,220.9,409.987,RESIDENTIAL,574500
1984,217.8,0,1,1,704,1,1,0,0,258.6,690.793,RESIDENTIAL,574500
1981,191.79,1,1,1,700,1,1,0,0,293.74,1000.774,RESIDENTIAL,574500
2001,148,1,1,1,306,1,1,0,0,187.3,540.62,RESIDENTIAL,574500
1980,217.73,1,1,0,1859,1,1,0,1,268.05,966.292,RESIDENTIAL,574000
1961,147.92,1,1,1,7590,1,1,0,0,171.6,430.072,RESIDENTIAL,574000
1988,172.76,1,1,1,919,1,1,0,0,215.46,664.45,RESIDENTIAL,574000
1977,209.96,1,1,1,3206,1,1,0,1,292.84,1125.7,RESIDENTIAL,574000
1987,234.66,0,1,1,2907,1,1,0,0,284.24,782.192,RESIDENTIAL,574000
2007,200.1,0,1,1,2039,1,1,0,0,244,1107.874,RESIDENTIAL,574000
2014,186.3,1,0,1,15882,1,1,1,0,186.3,645.529,RESIDENTIAL,574000
2007,231.6,0,1,1,7132,1,1,0,0,274.5,520.256,RESIDENTIAL,574000
2007,261.8,0,1,1,6708,1,1,0,0,305.9,595.647,RESIDENTIAL,574000
1960,109.76,1,1,0,3560,0,7,0,0,1211.4,516510.653,AGRICULTURE,574000
2010,196.1,1,1,1,705,1,1,0,0,238.3,464.375,RESIDENTIAL,574000
2011,228.7,0,1,0,8507,1,1,0,0,273.7,798.121,RESIDENTIAL,574000
1975,220.21,1,1,1,10421,1,1,0,0,266.71,592.269,RESIDENTIAL,574000
1973,212.74,1,1,1,15108,1,1,0,0,260.98,740.568,RESIDENTIAL,574000
1958,168.22,1,1,1,9827,1,1,0,0,245.58,569.204,RESIDENTIAL,574000
1979,161.36,0,1,1,9829,1,1,0,0,192.75,404.505,RESIDENTIAL,574000
1995,215.84,1,1,1,742,1,1,0,0,273.24,611.277,RESIDENTIAL,574000
1990,214.86,0,1,1,507,1,1,0,0,263.77,561.77,RESIDENTIAL,574000
2011,201.1,1,1,1,2240,1,1,0,1,244.3,446.92,RESIDENTIAL,574000
2012,234.2,0,1,1,2247,1,1,0,0,283.2,441.608,RESIDENTIAL,574000
1993,224.73,0,1,1,221,1,1,0,1,275.83,586.253,RESIDENTIAL,574000
2010,213.8,1,1,1,1425,1,1,0,0,262.71,374.418,RESIDENTIAL,574000
1990,218.99,0,1,0,215,1,1,0,0,259.31,605.225,RESIDENTIAL,574000
2004,140.2,1,1,1,2218,1,1,1,0,189.2,453.976,RESIDENTIAL,574000
1977,184.48,0,1,1,1,0,1,0,0,225.44,468.714,RESIDENTIAL,574000
2011,240.6,0,1,1,3459,1,1,0,0,290.9,687.944,RESIDENTIAL,574000
2012,253.5,1,1,1,3460,1,1,0,0,304.5,408.32,RESIDENTIAL,574000
2007,205.7,0,1,1,2429,1,1,0,0,250.7,851.973,RESIDENTIAL,574000
2006,178.1,0,1,1,2431,1,1,0,0,219.8,541.927,RESIDENTIAL,574000
2000,195.9,0,1,1,607,1,1,0,0,235.2,461.81,RESIDENTIAL,574000
2003,212.8,1,1,1,1921,1,1,0,0,253.6,578.663,RESIDENTIAL,574000
2002,201.7,1,1,1,1119,1,1,1,0,246.6,555.412,RESIDENTIAL,574000
2001,227.5,0,1,1,145,1,1,0,0,264.67,456.842,RESIDENTIAL,574000
2000,164.2,1,1,1,255,1,1,0,0,213.3,520,RESIDENTIAL,574000
1988,205.79,0,1,1,423,1,1,0,0,258.11,635.58,RESIDENTIAL,574000
1982,222.91,1,1,1,280,1,1,0,1,263.63,657.785,RESIDENTIAL,574000
2009,200.1,1,1,1,8662,1,1,0,0,245.1,732.464,RESIDENTIAL,574000
2011,221.4,0,1,1,2206,1,1,0,0,272.5,418.316,RESIDENTIAL,574000
2001,148,1,1,1,316,1,1,0,1,187.3,486.684,RESIDENTIAL,574000
1985,260.18,1,1,1,160,1,1,0,1,302.96,682.568,RESIDENTIAL,574000
2009,194.8,0,1,1,2519,1,1,0,0,246.7,536.088,RESIDENTIAL,574000
1976,215.38,1,1,1,46,1,1,0,1,264.29,628.222,RESIDENTIAL,574000
1987,193.94,0,1,1,212,1,1,0,0,242.85,677.3,RESIDENTIAL,574000
1997,341.408,0,0,0,24040,1,2,0,0,911.814,219081.123,AGRICULTURE,574000
2005,184,1,1,1,21003,1,1,0,0,231.5,837.705,RESIDENTIAL,574000
2012,224.1,0,1,1,21906,1,1,1,0,269.1,398.279,RESIDENTIAL,574000
1990,161.4,1,1,1,9736,1,1,0,0,181.6,208.84,RESIDENTIAL,573500
1993,103.76,1,1,1,7580,1,1,0,1,170.98,273.753,RESIDENTIAL,573500
1998,196.7,1,1,1,1220,1,1,0,0,255.9,725.307,RESIDENTIAL,573500
1985,155.92,1,1,1,2851,1,1,0,0,209.21,794.3,RESIDENTIAL,573500
1965,171.42,1,1,1,3912,1,1,0,0,218.14,602.716,RESIDENTIAL,573500
1983,260.9,0,0,0,11720,1,1,0,0,260.9,858,INDUSTRIAL,573500
1962,137.04,1,1,1,8004,1,1,0,0,164.56,785.138,RESIDENTIAL,573500
2012,230.6,1,1,1,3631,1,1,0,0,273.1,368.863,RESIDENTIAL,573500
1999,178.7,1,1,1,1512,1,1,0,0,241.6,665,RESIDENTIAL,573500
2011,214.9,0,1,1,11636,1,1,0,0,265,917.985,RESIDENTIAL,573500
2013,237.9,0,1,1,9515,1,1,0,0,293.6,549.654,RESIDENTIAL,573500
2006,148.5,1,1,1,8815,1,1,0,0,199.2,516.919,RESIDENTIAL,573500
1977,252.67,1,1,1,11736,1,1,0,0,363.91,1061.445,RESIDENTIAL,573500
2009,214.8,1,1,1,1905,1,1,0,0,257.7,411.407,RESIDENTIAL,573500
1973,156.63,1,1,1,15104,1,1,0,0,202.86,932.693,RESIDENTIAL,573500
2007,231.1,0,1,1,16824,1,1,0,0,272,513.199,RESIDENTIAL,573500
2006,251.2,0,1,1,15912,1,1,0,0,292.1,492.564,RESIDENTIAL,573500
2010,216.4,0,1,1,2829,1,1,0,0,263.3,435.611,RESIDENTIAL,573500
1994,206.38,1,1,1,746,1,1,0,0,250.19,639.638,RESIDENTIAL,573500
1991,222.95,0,1,1,1012,1,1,0,0,271.86,610.28,RESIDENTIAL,573500
1988,231.88,0,1,1,824,1,1,0,0,281.03,594.67,RESIDENTIAL,573500
1992,236.65,0,1,1,753,1,1,0,0,279.35,515.605,RESIDENTIAL,573500
2009,212.8,0,1,1,1207,1,1,0,1,260.7,439.506,RESIDENTIAL,573500
1992,186.36,1,1,1,205,1,1,0,0,230.89,602.09,RESIDENTIAL,573500
2004,198.4,0,1,1,1514,1,1,0,0,245.2,879.609,RESIDENTIAL,573500
1997,253.3,0,1,1,403,1,1,0,0,302.21,729.97,RESIDENTIAL,573500
2005,224.1,0,1,1,1839,1,1,0,0,262.1,465.84,RESIDENTIAL,573500
2001,189,0,1,1,1118,1,1,0,0,232.3,521,RESIDENTIAL,573500
1968,191.9,1,1,1,44,1,1,0,1,234.8,733.687,RESIDENTIAL,573500
1996,210.93,0,1,1,128,1,1,0,0,255.82,897.791,RESIDENTIAL,573500
1990,213.81,0,1,1,361,1,1,0,0,256.69,715.35,RESIDENTIAL,573500
1981,236.18,0,1,1,808,1,1,0,0,279.83,626.654,RESIDENTIAL,573500
2004,238.1,0,1,1,2333,1,1,0,0,287.2,527.616,RESIDENTIAL,573500
1984,204.8,1,1,1,131,1,1,0,0,253.3,621.203,RESIDENTIAL,573500
2010,203.7,0,1,1,3421,1,1,0,0,244.6,410.237,RESIDENTIAL,573500
2002,115.1,1,1,1,8908,1,1,0,0,152.31,349.842,RESIDENTIAL,573000
1958,125.84,1,1,1,13703,1,1,0,0,172.3,411.956,RESIDENTIAL,573000
1979,203.01,1,1,1,1907,1,1,0,0,253.26,1002.17,RESIDENTIAL,573000
1990,235.04,0,1,1,1120,1,1,0,0,283.95,635.17,RESIDENTIAL,573000
1960,128.24,1,1,0,7807,1,1,0,0,177.15,819.735,RESIDENTIAL,573000
1972,206.4,1,1,1,6204,1,1,0,0,251.94,835.607,RESIDENTIAL,573000
2014,240.2,1,1,1,14047,1,1,0,0,285.7,353.697,RESIDENTIAL,573000
2012,211.6,0,1,0,505,1,1,0,0,264.7,429.83,RESIDENTIAL,573000
1985,219.65,0,1,1,12423,1,1,0,0,269.9,912.724,RESIDENTIAL,573000
1974,143.3,1,1,0,12220,1,1,0,0,192.21,751.988,RESIDENTIAL,573000
1993,276.66,0,1,1,18616,1,1,0,0,327.58,802,RESIDENTIAL,573000
1965,134.94,1,1,1,13107,1,1,0,0,183.85,747.51,RESIDENTIAL,573000
2010,216.4,0,1,1,2835,1,1,0,1,259,410.957,RESIDENTIAL,573000
2012,220.2,0,1,1,2839,1,1,0,0,267.7,391.516,RESIDENTIAL,573000
1966,163.04,1,1,1,4115,1,1,0,0,205.13,836.616,RESIDENTIAL,573000
2009,216.1,1,1,1,1022,1,1,0,0,260.2,391.301,RESIDENTIAL,573000
2003,188.4,1,1,1,711,1,1,0,0,231.3,524.811,RESIDENTIAL,573000
2012,147.6,0,1,0,742,1,1,0,0,245.42,346.339,RESIDENTIAL,573000
1991,180.2,1,1,1,104,1,1,0,0,221.07,908.33,RESIDENTIAL,573000
2005,228.5,0,1,1,246,1,1,1,0,274.4,511.771,RESIDENTIAL,573000
2007,183.2,1,1,1,1506,1,1,0,0,224.6,593.971,RESIDENTIAL,573000
1981,208.12,1,1,1,1078,1,1,0,0,319.75,948.998,RESIDENTIAL,573000
2010,215.3,1,1,1,6217,1,1,0,0,258.3,479.692,RESIDENTIAL,573000
2003,194.6,0,1,1,922,1,1,0,0,240.3,531.731,RESIDENTIAL,573000
2006,209.2,1,1,1,711,1,1,1,0,244.9,590.984,RESIDENTIAL,573000
2002,134.6,0,1,1,9127,1,1,0,0,171.8,227.002,RESIDENTIAL,572500
1969,226.22,0,1,1,5112,1,1,0,0,294.91,705.692,RESIDENTIAL,572500
1970,216.94,1,1,1,1303,1,1,0,0,285.02,6068.537,RESIDENTIAL,572500
2014,229.5,0,1,1,9624,1,1,0,0,278.4,757.722,RESIDENTIAL,572500
1979,206.24,1,1,1,11106,1,1,0,0,248.48,1114.363,RESIDENTIAL,572500
1985,230.1,0,1,1,12108,1,1,0,0,279.01,702.494,RESIDENTIAL,572500
1981,212.01,0,1,1,14734,1,1,0,0,265.21,913.881,RESIDENTIAL,572500
1959,138.32,1,1,1,14016,1,1,0,0,223.49,779.942,RESIDENTIAL,572500
1992,217.16,1,1,1,827,1,1,0,0,263.46,531.099,RESIDENTIAL,572500
1987,223.04,0,1,1,652,1,1,0,0,274.72,693.596,RESIDENTIAL,572500
1993,230.9,0,1,1,515,1,1,0,0,294.42,545.37,RESIDENTIAL,572500
2012,257.9,0,1,1,3463,1,1,0,0,298.8,454.012,RESIDENTIAL,572500
1998,181.1,0,1,1,603,1,1,0,0,248,595.806,RESIDENTIAL,572500
2007,156.2,0,1,1,6133,1,1,0,0,209.3,557.79,RESIDENTIAL,572500
1981,237.97,0,1,1,4115,1,1,0,0,284.87,875.529,RESIDENTIAL,572500
1989,199.62,0,1,1,451,1,1,0,0,243.72,626.22,RESIDENTIAL,572500
2011,224.3,0,1,1,2035,1,1,0,0,272.6,472.169,RESIDENTIAL,572500
2007,152.2,1,1,1,8646,1,1,0,0,200.5,657.181,RESIDENTIAL,572500
2010,169.5,0,1,1,4471,1,1,0,0,219.7,532.24,RESIDENTIAL,572500
1997,195.08,1,1,1,1967,1,1,0,0,261.51,782.12,RESIDENTIAL,572500
2012,1114.8,0,0,0,22923,1,1,0,0,1114.8,2093.514,INDUSTRIAL,572500
2006,215.6,1,1,1,2027,1,1,0,0,261.1,700.583,RESIDENTIAL,572000
1963,130.68,1,1,1,6403,1,1,0,0,172.77,768.73,RESIDENTIAL,572000
2006,211.6,0,1,1,1923,1,1,0,0,256.1,497.475,RESIDENTIAL,572000
2007,239.5,0,1,1,2063,1,1,0,0,284.8,642.247,RESIDENTIAL,572000
2013,232.9,0,1,1,16251,1,1,0,0,278.5,486.61,RESIDENTIAL,572000
1969,191.22,0,1,1,6008,1,1,0,0,235.75,967.001,RESIDENTIAL,572000
1969,191.1,1,1,1,6011,1,1,0,0,253.15,836.693,RESIDENTIAL,572000
2005,225.3,1,1,1,12422,1,1,0,0,269.9,515.019,RESIDENTIAL,572000
1985,161.82,1,1,1,12204,1,1,0,0,210.73,702.537,RESIDENTIAL,572000
2014,211.3,0,1,1,9842,1,1,0,0,256.86,404.83,RESIDENTIAL,572000
1954,107.52,1,1,1,7116,1,1,0,1,187.8,676.225,RESIDENTIAL,572000
2011,213.3,0,1,1,2837,1,1,0,0,260.2,432.044,RESIDENTIAL,572000
2010,229.3,0,1,1,2007,1,1,0,0,276.1,470.309,RESIDENTIAL,572000
1992,225.49,0,1,1,730,1,1,0,0,268.37,599.808,RESIDENTIAL,572000
2009,198.4,0,1,1,424,1,1,0,1,238.2,474.132,RESIDENTIAL,572000
2012,211.3,0,1,1,2244,1,1,0,0,257.8,482.099,RESIDENTIAL,572000
2003,213.3,0,1,1,708,1,1,0,0,256.6,515.461,RESIDENTIAL,572000
2001,197,0,1,1,1823,1,1,0,0,241.2,494.886,RESIDENTIAL,572000
1986,200.76,1,1,1,111,1,1,0,0,254.78,627.607,RESIDENTIAL,572000
1988,197.99,0,1,1,128,1,1,0,0,237.03,668.54,RESIDENTIAL,572000
2003,189.2,1,1,1,212,1,1,1,0,225.8,426.864,RESIDENTIAL,572000
2003,197.7,1,1,1,1911,1,1,0,0,238.5,447.709,RESIDENTIAL,572000
2007,191.8,0,1,1,1325,1,1,0,0,232.5,512.297,RESIDENTIAL,572000
2005,221.1,0,1,1,1217,1,1,0,0,262,405.613,RESIDENTIAL,572000
1981,241.41,0,1,1,4120,1,1,0,1,295.43,732.84,RESIDENTIAL,572000
1981,247.95,1,1,0,4124,1,1,0,0,307.99,764.51,RESIDENTIAL,572000
1983,214.96,0,1,1,15103,1,1,0,0,259.49,1138.78,RESIDENTIAL,572000
1982,212.55,1,1,1,103,1,1,0,0,261.46,657.36,RESIDENTIAL,572000
2001,148,1,1,1,318,1,1,0,1,187.3,469.428,RESIDENTIAL,572000
1990,202.36,1,1,1,332,1,1,0,0,239.57,702.4,RESIDENTIAL,572000
1992,214.66,0,1,1,356,1,1,0,0,261.34,659.08,RESIDENTIAL,572000
1997,205.2,0,1,1,753,1,1,0,0,249.7,466.918,RESIDENTIAL,572000
1953,118.02,1,1,1,7302,1,1,0,0,153.79,737.395,RESIDENTIAL,571500
1985,228.81,1,1,1,3923,1,1,0,0,273.54,853.141,RESIDENTIAL,571500
2005,160.8,0,1,1,7722,1,1,1,0,205.7,543.768,RESIDENTIAL,571500
1966,136.74,1,1,1,12504,1,1,0,0,177.61,626.954,RESIDENTIAL,571500
1981,251.24,0,1,1,15108,1,1,0,0,292.78,717.42,RESIDENTIAL,571500
1986,252.82,0,1,1,15137,1,1,0,0,298.9,615.321,RESIDENTIAL,571500
1990,252.22,1,1,1,4337,1,1,0,0,293.09,690.16,RESIDENTIAL,571500
1967,178,1,1,1,12308,1,1,0,0,218.87,715.605,RESIDENTIAL,571500
1968,177.81,0,1,1,14008,1,1,0,0,265.58,919.58,RESIDENTIAL,571500
2008,188.8,0,1,1,1432,1,1,1,0,318.1,1004.273,RESIDENTIAL,571500
1980,257.05,0,1,1,10932,1,1,0,1,305.96,1026.034,RESIDENTIAL,571500
2007,235.5,0,1,1,2615,1,1,0,0,274.3,488.973,RESIDENTIAL,571500
1987,213.58,1,1,1,604,1,1,0,0,257.8,590.632,RESIDENTIAL,571500
2001,202.7,1,1,1,373,1,1,0,0,256,626.044,RESIDENTIAL,571500
2010,212.8,0,1,1,1027,1,1,0,0,256.6,604.958,RESIDENTIAL,571500
1995,196.1,1,1,1,643,1,1,0,0,243.4,756.787,RESIDENTIAL,571500
1992,203.12,0,1,1,230,1,1,0,1,246,566.094,RESIDENTIAL,571500
1992,230.3,0,1,1,244,1,1,0,0,277.2,481.43,RESIDENTIAL,571500
2003,182.5,1,1,1,1415,1,1,0,1,222.2,441.954,RESIDENTIAL,571500
2003,138.2,1,1,1,226,1,1,1,0,176.4,426.902,RESIDENTIAL,571500
2002,205.6,1,1,1,251,1,1,0,0,250,426.84,RESIDENTIAL,571500
2007,202.4,0,1,1,1515,1,1,0,0,246,482.468,RESIDENTIAL,571500
1988,235.23,0,1,1,971,1,1,0,0,286.33,670.457,RESIDENTIAL,571500
2001,223.2,1,1,1,714,1,1,0,0,266.1,743.855,RESIDENTIAL,571500
2005,234.6,1,1,1,2309,1,1,0,0,276.8,468.102,RESIDENTIAL,571500
2003,190.6,0,1,1,204,1,1,0,0,234.8,540.474,RESIDENTIAL,571500
2011,210,1,1,1,2209,1,1,0,0,263.29,418.113,RESIDENTIAL,571500
1979,184.7,1,1,1,52,1,1,0,0,224.35,1006.177,RESIDENTIAL,571500
2011,183.9,1,1,1,3306,1,1,0,0,224.8,430.733,RESIDENTIAL,571500
2010,184.6,0,1,1,3324,1,1,0,1,231.6,477.354,RESIDENTIAL,571500
1950,203.56,1,1,0,11322,1,1,0,0,243.82,815.806,RESIDENTIAL,571000
2013,220.8,0,1,1,15839,1,1,0,0,260.6,432.274,RESIDENTIAL,571000
1954,112.18,1,1,1,7303,1,1,0,0,134.75,789.838,RESIDENTIAL,571000
2013,320.6,0,1,1,12511,1,1,0,0,416,571.146,RESIDENTIAL,571000
1966,105.98,1,1,1,4215,1,1,0,1,150.87,668.949,RESIDENTIAL,571000
1965,171.32,1,1,0,4011,1,1,0,0,221.92,706.232,RESIDENTIAL,571000
1964,106.04,1,1,1,6624,1,1,0,0,173.08,907.456,RESIDENTIAL,571000
2005,242.5,0,1,1,2016,1,1,0,0,285,593.917,RESIDENTIAL,571000
1966,115.35,1,1,1,5111,1,1,0,0,159.88,779.996,RESIDENTIAL,571000
2014,225.5,0,1,1,16264,1,1,0,0,295.5,386.283,RESIDENTIAL,571000
2012,233.3,0,1,1,3727,1,1,0,0,274,411.17,RESIDENTIAL,571000
1968,147.3,1,1,1,4603,1,1,0,0,192.19,1819.97,RESIDENTIAL,571000
1969,185.7,1,1,1,7727,1,1,0,1,230.8,812.932,RESIDENTIAL,571000
2010,133.1,1,1,1,676,1,1,0,1,172.6,532.552,RESIDENTIAL,571000
2005,203,0,1,1,12438,1,1,1,1,243.9,514.591,RESIDENTIAL,571000
1980,275.16,1,1,1,11312,1,1,0,1,324.07,753.31,RESIDENTIAL,571000
1981,217.21,1,1,1,14734,1,1,0,0,276.46,782.798,RESIDENTIAL,571000
1967,126.54,1,1,1,12403,1,1,0,0,175.45,724.037,RESIDENTIAL,571000
1975,168.14,1,1,1,15115,1,1,0,0,207.67,715.065,RESIDENTIAL,571000
1971,188.22,0,1,1,14336,1,1,0,0,239.7,696.014,RESIDENTIAL,571000
1964,128.46,1,1,1,12907,1,1,0,0,181.39,800.926,RESIDENTIAL,571000
2002,251,0,1,1,16515,1,1,0,0,295.9,566.118,RESIDENTIAL,571000
2006,199.5,1,1,1,17607,1,1,1,0,254.5,458.906,RESIDENTIAL,571000
1992,256.5,0,1,1,10016,1,1,0,0,293.7,312.94,RESIDENTIAL,571000
2010,216.5,0,1,1,2841,1,1,0,1,256.1,435.521,RESIDENTIAL,571000
2010,130.9,1,1,1,910,1,1,0,0,170.4,377.006,RESIDENTIAL,571000
2010,130.9,1,1,1,912,1,1,0,0,170.4,376.082,RESIDENTIAL,571000
1980,230,1,1,1,1612,1,1,0,1,230,603.703,MULTI-RES,571000
2000,239.7,0,1,1,247,1,1,0,0,279.7,674.792,RESIDENTIAL,571000
2010,239.6,0,1,1,412,1,1,0,0,287.7,499.688,RESIDENTIAL,571000
1997,230.2,0,1,1,644,1,1,0,0,273.7,572.586,RESIDENTIAL,571000
1989,158.9,0,1,1,111,1,1,0,1,201.9,480.73,RESIDENTIAL,571000
2002,205.7,0,1,1,718,1,1,0,0,253.9,542.644,RESIDENTIAL,571000
2004,192.7,0,1,1,2234,1,1,1,0,247.8,469.582,RESIDENTIAL,571000
2003,179.2,1,1,1,1421,1,1,0,0,223.8,469.154,RESIDENTIAL,571000
1997,251.38,0,1,1,524,1,1,0,0,291.98,694.074,RESIDENTIAL,571000
1988,229.02,0,1,1,434,1,1,0,0,292.45,600.172,RESIDENTIAL,571000
1989,225.8,0,1,1,300,1,1,0,0,269.32,793.05,RESIDENTIAL,571000
1991,145.01,1,1,1,606,1,1,0,0,198.92,520.182,RESIDENTIAL,571000
1986,227.55,0,1,1,107,1,1,0,0,280.84,797.414,RESIDENTIAL,571000
2008,228.8,0,1,1,7546,1,1,0,0,269.9,471.277,RESIDENTIAL,571000
2008,229.1,0,1,1,7550,1,1,0,0,270.1,465.873,RESIDENTIAL,571000
2006,200.7,0,1,1,3203,1,1,0,0,244.7,517.549,RESIDENTIAL,571000
2012,209.5,0,1,1,1620,1,1,0,1,252.4,415.708,RESIDENTIAL,571000
1990,196.41,1,1,1,308,1,1,0,0,245.32,726.32,RESIDENTIAL,571000
1995,203.07,0,1,1,745,1,1,0,0,242.6,502.472,RESIDENTIAL,571000
1977,203.39,0,1,1,95,1,1,0,1,250.11,816.266,RESIDENTIAL,571000
1988,239.19,0,1,1,957,1,1,0,0,278.23,744.26,RESIDENTIAL,570500
2011,353.588,0,0,0,18835,1,1,0,1,353.589,469.077,INDUSTRIAL,570500
2011,353.774,0,0,0,18973,1,1,0,1,353.775,469.077,INDUSTRIAL,570500
1966,178.1,1,1,1,4116,1,1,0,0,217.14,594.48,RESIDENTIAL,570500
1985,242.74,0,1,1,2835,1,1,0,0,287.63,680.061,RESIDENTIAL,570500
2007,221.7,0,1,1,2035,1,1,0,0,263.1,760.946,RESIDENTIAL,570500
